timestamp,ticker,horizon,model,loss_type,train_loss,test_rmse,test_mae,test_mape
2026-06-28 19:03:34,ICICIBANK.NS,3d,Plain_LSTM,MSE,0.0,0.016621414929814466,0.011954288009706967,100.07097623202293
2026-06-28 19:03:34,ICICIBANK.NS,3d,LSTM_Sentiment,MSE,0.0,0.016666969528000987,0.012150913133577789,116.59706932713416
2026-06-28 19:03:51,ICICIBANK.NS,7d,Linear_Regression,MSE,0.0,0.03454301843654888,0.025408893238617176,388.04794992266477
2026-06-28 19:03:51,ICICIBANK.NS,7d,Plain_LSTM,MSE,0.0,0.025153218833187347,0.018300044280065143,106.01316694935437
2026-06-28 19:03:51,ICICIBANK.NS,7d,LSTM_Sentiment,MSE,0.0,0.025264935984534366,0.0187257053949882,126.14013653967382
2026-06-28 19:04:08,index,1d,Linear_Regression,MSE,0.0,0.0,0.0,0.0
2026-06-28 19:04:08,index,1d,Plain_LSTM,MSE,0.0,0.00015591843162171537,0.00013772054638677432,0.0
2026-06-28 19:04:08,index,1d,LSTM_Sentiment,MSE,0.0,0.00020899963356838756,0.000159621383379964,0.0
2026-06-28 19:04:25,index,3d,Linear_Regression,MSE,0.0,0.0,0.0,0.0
2026-06-28 19:04:25,index,3d,Plain_LSTM,MSE,0.0,0.00023488895663111156,0.00020357033256256934,0.0
2026-06-28 19:04:25,index,3d,LSTM_Sentiment,MSE,0.0,0.0002216488995155004,0.000179025132467251,0.0
2026-06-28 19:04:42,index,7d,Linear_Regression,MSE,0.0,0.0,0.0,0.0
2026-06-28 19:04:42,index,7d,Plain_LSTM,MSE,0.0,0.0003628203895042935,0.0003614708320381715,0.0
2026-06-28 19:04:42,index,7d,LSTM_Sentiment,MSE,0.0,0.00012225567106162853,9.653913145212783e-05,0.0
2026-06-28 19:05:00,INDIGO.NS,1d,Linear_Regression,MSE,0.0,0.024043502090156817,0.01891996968090506,624.4515285923345
2026-06-28 19:05:00,INDIGO.NS,1d,Plain_LSTM,MSE,0.0,0.016950051668795162,0.011805370628138849,142.82410314167328
2026-06-28 19:05:00,INDIGO.NS,1d,LSTM_Sentiment,MSE,0.0,0.016920149316618373,0.012030770311262113,129.14370463638147
2026-06-28 19:05:18,INDIGO.NS,3d,Linear_Regression,MSE,0.0,0.04560726429817636,0.034944582612534414,729.9325864287285
2026-06-28 19:05:18,INDIGO.NS,3d,Plain_LSTM,MSE,0.0,0.028545704315589237,0.0212226782435627,209.67173996877415
2026-06-28 19:05:18,INDIGO.NS,3d,LSTM_Sentiment,MSE,0.0,0.02790925588861192,0.020544633409763015,159.54096965172144
2026-06-28 19:05:35,INDIGO.NS,7d,Linear_Regression,MSE,0.0,0.06525319930026802,0.05043962155852997,3579.7629381785073
2026-06-28 19:05:35,INDIGO.NS,7d,Plain_LSTM,MSE,0.0,0.04401275418573213,0.03165246212231273,1185.5037546593535
2026-06-28 19:05:35,INDIGO.NS,7d,LSTM_Sentiment,MSE,0.0,0.04231470157608862,0.030399542239969074,415.54178319566086
2026-06-28 19:05:52,MARUTI.NS,1d,Linear_Regression,MSE,0.0,0.017234053331491955,0.013413793839757228,1288.9150522807183
2026-06-28 19:05:52,MARUTI.NS,1d,Plain_LSTM,MSE,0.0,0.01138505276184355,0.008513963152978182,250.6966539508341
2026-06-28 19:05:52,MARUTI.NS,1d,LSTM_Sentiment,MSE,0.0,0.01220378254233333,0.0094923725659003,674.5268768337633
2026-06-28 19:06:09,MARUTI.NS,3d,Linear_Regression,MSE,0.0,0.031719309229043965,0.025477831001975232,1293.936481716039
2026-06-28 19:06:09,MARUTI.NS,3d,Plain_LSTM,MSE,0.0,0.020007543555737806,0.01579804347048172,561.1605519830293
2026-06-28 19:06:09,MARUTI.NS,3d,LSTM_Sentiment,MSE,0.0,0.01910329235341251,0.014708134263271881,402.55828267271835
2026-06-28 19:06:26,MARUTI.NS,7d,Linear_Regression,MSE,0.0,0.053422478484378116,0.04452626102622798,880.2684792211686
2026-06-28 19:06:26,MARUTI.NS,7d,Plain_LSTM,MSE,0.0,0.02895497915359181,0.023526328768063372,235.88910410781665
2026-06-28 19:06:26,MARUTI.NS,7d,LSTM_Sentiment,MSE,0.0,0.030020330642466182,0.024562818979874244,273.2171076471366
2026-06-28 19:06:43,ONGC.NS,1d,Linear_Regression,MSE,0.0,0.021279344771838984,0.015584129485402453,302.0663481732873
2026-06-28 19:06:43,ONGC.NS,1d,Plain_LSTM,MSE,0.0,0.01745954542812651,0.012066033263295771,98.5721124203441
2026-06-28 19:06:43,ONGC.NS,1d,LSTM_Sentiment,MSE,0.0,0.01770885376111256,0.01221271470589695,149.2175805933861
2026-06-28 19:07:00,ONGC.NS,3d,Linear_Regression,MSE,0.0,0.03695379422352141,0.026806408822176383,45039.394815874024
2026-06-28 19:07:00,ONGC.NS,3d,Plain_LSTM,MSE,0.0,0.031108158363976603,0.021773860866692793,14511.83596688501
2026-06-28 19:07:00,ONGC.NS,3d,LSTM_Sentiment,MSE,0.0,0.031144913379431833,0.022272272241271734,8666.553805639775
2026-06-28 19:07:17,ONGC.NS,7d,Linear_Regression,MSE,0.0,0.05321828183098731,0.03917703721867452,287.5731293361654
2026-06-28 19:07:17,ONGC.NS,7d,Plain_LSTM,MSE,0.0,0.04696426682047053,0.03503199835320889,168.45306727131035
2026-06-28 19:07:17,ONGC.NS,7d,LSTM_Sentiment,MSE,0.0,0.045185742693163805,0.03533342756698252,314.60710503691854
2026-06-28 19:07:34,TRENT.NS,1d,Linear_Regression,MSE,0.0,0.04607241716619037,0.028898049637670675,1821.418410166616
2026-06-28 19:07:34,TRENT.NS,1d,Plain_LSTM,MSE,0.0,0.02907620707659657,0.013819195581828921,240.4913381535893
2026-06-28 19:07:34,TRENT.NS,1d,LSTM_Sentiment,MSE,0.0,0.02877951200228104,0.013350413600709047,137.23448873650338
2026-06-28 19:07:54,TRENT.NS,3d,Linear_Regression,MSE,0.0,0.06671019798435758,0.04702760971751956,917.8180427042282
2026-06-28 19:07:54,TRENT.NS,3d,Plain_LSTM,MSE,0.0,0.05090232943334435,0.027853376064487213,140.41771665219954
2026-06-28 19:07:54,TRENT.NS,3d,LSTM_Sentiment,MSE,0.0,0.05203648833428261,0.02921884787706478,197.17273816122835
2026-06-28 19:08:14,TRENT.NS,7d,Linear_Regression,MSE,0.0,0.10656102235864001,0.07712247435651212,582.7657944186524
2026-06-28 19:08:14,TRENT.NS,7d,Plain_LSTM,MSE,0.0,0.09364446488297329,0.05994734052420045,204.00826139759292
2026-06-28 19:08:14,TRENT.NS,7d,LSTM_Sentiment,MSE,0.0,0.08690574440016098,0.05523220998727901,187.39972704925492
2026-06-28 19:08:59,ADANIENT.NS,1d,Regime_MoE,MSE,0.0,0.019926317733979404,0.015630008230665578,750.1435392216346
2026-06-28 19:09:12,ADANIENT.NS,3d,Regime_MoE,MSE,0.0,0.03136786451821057,0.023769962491152576,329.20313942438224
2026-06-28 19:09:24,ADANIENT.NS,7d,Regime_MoE,MSE,0.0,0.04911053919796954,0.04024968250677973,172.95987380651053
2026-06-28 19:09:36,HCLTECH.NS,1d,Regime_MoE,MSE,0.0,0.016348284121552797,0.011543334700094174,331.0360089293101
2026-06-28 19:09:49,HCLTECH.NS,3d,Regime_MoE,MSE,0.0,0.029870188925152044,0.022256051037953854,138.94525915020063
2026-06-28 19:10:01,HCLTECH.NS,7d,Regime_MoE,MSE,0.0,0.04642309654305635,0.03586217924249695,124.2336627767846
2026-06-28 19:10:13,HINDALCO.NS,1d,Regime_MoE,MSE,0.0,0.017750483908331654,0.01371108467397411,177.9565659772713
2026-06-28 19:10:25,HINDALCO.NS,3d,Regime_MoE,MSE,0.0,0.03172087946350195,0.024966631944612898,191.6828669997347
2026-06-28 19:10:38,HINDALCO.NS,7d,Regime_MoE,MSE,0.0,0.053217155088637016,0.04381894717888595,132.94833880669998
2026-06-28 19:10:50,ICICIBANK.NS,1d,Regime_MoE,MSE,0.0,0.009753328735277322,0.007338307455732699,149.22061389806927
2026-06-28 19:11:02,ICICIBANK.NS,3d,Regime_MoE,MSE,0.0,0.017971207735315898,0.013206648759731394,175.16217898512187
2026-06-28 19:11:15,ICICIBANK.NS,7d,Regime_MoE,MSE,0.0,0.025332000069999965,0.018304601070760377,140.85287325283952
2026-06-28 19:11:27,index,1d,Regime_MoE,MSE,0.0,9.868968231079512e-05,9.192595398505625e-05,0.0
2026-06-28 19:11:40,index,3d,Regime_MoE,MSE,0.0,9.726359080706207e-05,8.980256717393894e-05,0.0
2026-06-28 19:11:52,index,7d,Regime_MoE,MSE,0.0,0.0003309986794994255,0.00029866505425048934,0.0
2026-06-28 19:12:05,INDIGO.NS,1d,Regime_MoE,MSE,0.0,0.01670033274657549,0.011927938511510926,152.84938701673886
2026-06-28 19:12:23,INDIGO.NS,3d,Regime_MoE,MSE,0.0,0.028866698321396742,0.021406862582552068,248.32719853147555
2026-06-28 19:12:36,INDIGO.NS,7d,Regime_MoE,MSE,0.0,0.04295610688990877,0.03061032756257297,2066.627338263498
2026-06-28 19:12:48,MARUTI.NS,1d,Regime_MoE,MSE,0.0,0.011280392692975922,0.008434457101358095,215.29248284603278
2026-06-28 19:13:00,MARUTI.NS,3d,Regime_MoE,MSE,0.0,0.019936030678996124,0.015377649347267205,383.52275164809487
2026-06-28 19:13:13,MARUTI.NS,7d,Regime_MoE,MSE,0.0,0.029055920865930566,0.022817761622634956,183.10227892775436
2026-06-28 19:13:25,ONGC.NS,1d,Regime_MoE,MSE,0.0,0.017511638551658305,0.01209333090068972,127.91731660529099
2026-06-28 19:13:37,ONGC.NS,3d,Regime_MoE,MSE,0.0,0.03161562060588393,0.023382522615886674,12315.611343228098
2026-06-28 19:13:49,ONGC.NS,7d,Regime_MoE,MSE,0.0,0.04925190822668131,0.03581245523805309,259.1121502754597
2026-06-28 19:14:02,TRENT.NS,1d,Regime_MoE,MSE,0.0,0.029659006916106047,0.015008156278693414,404.4399751765441
2026-06-28 19:14:14,TRENT.NS,3d,Regime_MoE,MSE,0.0,0.0485730074761079,0.025683455106325498,137.03176034778204
2026-06-28 19:14:27,TRENT.NS,7d,Regime_MoE,MSE,0.0,0.07268384506423493,0.04890568331926611,268.3771560720947
